Código Indicador,Código Provincia,Provincia,Código Cantón,Cantón,País,Dimensión,Subcategoría,Indicador,Área,Sexo,Dato Numérico,Población,Dato Cualitativo,Año,Mes,Fuente,Unidad de medida,Grupo,ODS
3024,18,Tungurahua,1801,Ambato,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"703,9671050636598",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,7,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,07,El Oro,0701,Machala,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"688,5210767924141",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,7,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,08,Esmeraldas,0801,Esmeraldas,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"696,5237127633467",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,7,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,09,Guayas,0901,Guayaquil,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"725,4322908534897",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,7,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,13,Manabí,1308,Manta,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"722,0708641587962",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,7,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,23,Sto Dgo Tsáchilas,2301,Santo Domingo,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"655,490471759159",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,7,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"709,3961100648413",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,6,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,01,Azuay,0101,Cuenca,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"736,026754391239",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,6,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,11,Loja,1101,Loja,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"731,0753239674483",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,6,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,17,Pichincha,1701,Quito,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"723,5750017832512",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,6,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,18,Tungurahua,1801,Ambato,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"698,2520869886207",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,6,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,07,El Oro,0701,Machala,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"695,0146428075587",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,6,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,08,Esmeraldas,0801,Esmeraldas,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"692,8332438965252",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,6,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,09,Guayas,0901,Guayaquil,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"722,1642867282175",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,6,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,13,Manabí,1308,Manta,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"721,6284846325743",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,6,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,23,Sto Dgo Tsáchilas,2301,Santo Domingo,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"651,1589836703292",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,6,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"710,9476893096756",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,5,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,01,Azuay,0101,Cuenca,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"736,309826003857",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,5,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,11,Loja,1101,Loja,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"732,6045905906943",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,5,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,17,Pichincha,1701,Quito,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"721,9335541837622",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,5,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,18,Tungurahua,1801,Ambato,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"702,3387417706508",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,5,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,07,El Oro,0701,Machala,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"695,7710315006018",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,5,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,08,Esmeraldas,0801,Esmeraldas,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"696,3465319246031",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,5,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,09,Guayas,0901,Guayaquil,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"724,4238291324702",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,5,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,13,Manabí,1308,Manta,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"727,7151623717845",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,5,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,23,Sto Dgo Tsáchilas,2301,Santo Domingo,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"648,7369474810819",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,5,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"711,1805659657354",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,4,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,01,Azuay,0101,Cuenca,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"736,5462565083252",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,4,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,11,Loja,1101,Loja,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"734,0083108292795",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,4,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,17,Pichincha,1701,Quito,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"725,0556808745613",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,4,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,18,Tungurahua,1801,Ambato,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"703,2920950862657",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,4,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,07,El Oro,0701,Machala,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"690,2975848871678",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,4,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,08,Esmeraldas,0801,Esmeraldas,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"696,4990070135024",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,4,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,09,Guayas,0901,Guayaquil,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"726,3480846720296",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,4,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,13,Manabí,1308,Manta,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"726,0157330575064",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,4,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,23,Sto Dgo Tsáchilas,2301,Santo Domingo,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"649,0173209040976",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,4,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"711,7973981803972",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,3,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,01,Azuay,0101,Cuenca,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"731,2002614244051",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,3,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,11,Loja,1101,Loja,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"742,9644460711302",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,3,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,17,Pichincha,1701,Quito,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"717,6368699564541",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,3,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,18,Tungurahua,1801,Ambato,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"703,5995524073718",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,3,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,07,El Oro,0701,Machala,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"700,8526825890323",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,3,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,08,Esmeraldas,0801,Esmeraldas,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"699,2298562737701",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,3,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,09,Guayas,0901,Guayaquil,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"726,8344488643767",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,3,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,13,Manabí,1308,Manta,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"726,6281791195952",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,3,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,23,Sto Dgo Tsáchilas,2301,Santo Domingo,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"645,177402632988",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,3,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"712,0651178435327",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,2,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,01,Azuay,0101,Cuenca,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"734,0085032413867",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,2,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,11,Loja,1101,Loja,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"743,2144935046251",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,2,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,17,Pichincha,1701,Quito,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"719,6522299583803",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,2,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,18,Tungurahua,1801,Ambato,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"696,8358518907318",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,2,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,07,El Oro,0701,Machala,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"700,2013877169487",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,2,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,08,Esmeraldas,0801,Esmeraldas,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"699,7809967329204",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,2,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,09,Guayas,0901,Guayaquil,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"727,0908584830812",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,2,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,13,Manabí,1308,Manta,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"730,5573714059117",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,2,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,23,Sto Dgo Tsáchilas,2301,Santo Domingo,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"645,881715852553",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,2,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"712,1149421457663",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,1,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,01,Azuay,0101,Cuenca,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"730,6416000920572",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,1,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,11,Loja,1101,Loja,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"740,9047861705052",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,1,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,17,Pichincha,1701,Quito,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"721,3806141353704",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,1,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
3024,18,Tungurahua,1801,Ambato,Ecuador,Estabilidad económica,Consumo,Canasta básica familiar,Total,Total,"702,771247715199",No Aplica,"La Canasta Familiar Básica Nacional es un conjunto de bienes y servicios que son imprescindibles para satisfacer las necesidades básicas del hogar tipo compuesto por 4 miembros con 1,6 perceptores de ingresos, que ganan la remuneración básica unificada.",2021,1,INEC - Índice de Precios al Consumidor (IPC),USD,Prosperidad,"ODS 1, 8, 10"
